"id";"emo_detail";"manufacture";"serial_number";"type";"power_rate";"power_unit";"voltage";"current_nominal";"frequency";"pole";"rpm";"bearing_de";"bearing_nde";"frame_type";"shaft_diameter";"phase_supply";"cos_phi";"efficiency";"ip_rating";"insulation_class";"duty";"connection_type";"nipple_grease";"greasing_type";"greasing_qty_de";"greasing_qty_nde";"length";"width";"height";"weight";"cooling_fan";"mounting"
"952";"EMO001814";"TECO";;"AEEF";"3.7";"kW";"380";"9";"50";"8";"710";"6309";"6307";;"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"953";"EMO002169";"TECO";;"AEEBKB";"15";"kW";"380";"30.7";"50";"6";"965";"6311";"6310";"180L";"0";"3";;;"54";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"954";"EMO000747";"TECO";"9560035";"AEEBK";"11";"kW";"380";"23.7";"50";"6";"980";"6311";"6310";"160L";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"955";"EMO003914";"ABB";;"MBT";"7.5";"kW";"380";"16";"50";"4";"1400";"6208";"6206";"132M";"0";"3";;;"55";"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"956";"EMO002709";"TECO";"9K60017";"AEEBAC";"15";"kW";"380";"31.9";"50";"6";"960";"6311";"6310";"180L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"957";"EMO003148";"TEC0";"P9540403";"AEEBPA";"75";"kW";"380";"140";"50";"4";"1475";"NU216";"6213";"250M";"70";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"958";"EMO002119";"TECO";;"AEEB";"22";"kW";"380";"45.9";"50";"6";"965";;;"200L";"55";"3";;;"55";"F";;"Start";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"959";"EMO000036";"ABB";;"M3BP";"132";"kW";"380";"242";"50";"4";"1486";"6319";"6316";"315";"0";"3";"0.87";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"960";"EMO000486";"TECO";"H210854051";"AEEBKB";"30";"kW";"380";"57";"50";"4";"1460";"6312";"6212";"200L";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"961";"EMO000414";"TEC0";"P9543281";"AEEBPA";"22";"kW";"380";"44.9";"50";"4";"1460";"6311";"6310";"180L";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"241";"279";"180";"0";"Internal";"Horizontal"
"962";"EMO000502";"TECO";"D2B126-3";"AEAT";"500";"kW";"3000";"114";"50";"4";"1480";"NU220";"6320";"430A";"0";"3";;;"55";"F";;;"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"963";"EMO000513";"GE";"7B8359991";"K";"600";"HP";"3000";"120";"50";"12";"490";;;;"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"0";"0";"External";"Horizontal"
"964";"EMO004255";"Marathon";"IK15197201j";"HJN1";"45";"kW";"380";"85.8";"50";"6";"985";"6317";"6317";"280S";"0";"3";"0.86";;"55";"F";"S1";"Delta";"Available";;"0";"0";"368";"457";"280";"0";"Internal";"Horizontal"
"965";"EMO003799";"ABB";"3301269";"M2BA";"75";"kW";"380";"146";"50";"8";"739";;;"315SM";"80";"3";"0.83";;"55";"F";"S1";"Delta";"Available";;"0";"0";"419";"508";"315";"0";"Internal";"Horizontal"
"966";"EMO000516";"ABB";"3193559-0370SM";"HXR";"110";"kW";"380";"216";"50";"8";"740";"6319";"6316";"315L";"0";"3";"0.82";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"967";"EMO004249";"Marathon";"IK15196901 j";"HJN1";"55";"kW";"380";"113";"50";"8";"740";"NU319";"6319";"315S";"0";"3";"0.81";"91.0";"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"968";"EMO003656";"TECO";"9106809003";"AEEBKB";"75";"kW";"380";"145";"50";"8";"727";"NU320";"6316";"315SC";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"419";"508";"315";"0";"Internal";"Horizontal"
"969";"EMO004248";"MARATHON";"AK-15196804";"HJN1";"22";"kW";"380";"42.4";"50";"4";"1450";;;"180L";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"279";"279";"180";"0";"Internal";"Horizontal"
"970";"EMO003664";"HUADA";;"Y2";"75";"kW";"380";"152";"50";"8";"740";;;"315M";"0";"3";"0.82";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"971";"EMO000094";"ABB";;"MBT";"22";"kW";"380";"43";"50";"4";"1460";;;"180L";"1";"3";"0.85";;;;;"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"972";"EMO000529";"TECO";"P9543282";"AEEBPA";"22";"kW";"380";"44.3";"50";"4";"1455";"6311";"6310";"180L";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"973";"EMO002697";"ABB";;"M2AA";"75";"kW";"380";"139";"50";"4";"1470";"6315";"6213";"250";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"974";"EMO002710";"TECO";;"AEEBPA";"75";"kW";"380";"142";"50";"4";"1475";"NU216";"6213";"250M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"975";"EMO000535";"ABB";"MK171007";"MBT";"22";"kW";"380";"44";"50";"4";"1475";"--";"--";"180L";"0";"3";"0.84";;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"976";"EMO000285";"ROTOR-ni";"7904779";"XF200L";"30";"kW";"380";"59";"50";"4";"1465";;;"200L";"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"977";"EMO005630";"SIEMENS";"LMH-2208/800028610777/005";"1LE0003-2DB03-3AA4";"75";"kW";"380";"139";"50";"4";"1482";"6317";"6317";;"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"978";"EMO000544";"MEZ PRENSTAT";"2351804";"F160L";"15";"kW";"380";"30";"50";"4";"1455";;;"160L";"0";"3";;;;;;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"979";"EMO000080";"Rotorni";;"XF";"22";"kW";"380";"44.9";"50";"6";"970";"--";"--";"200";"0";"3";;;"54";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"980";"EMO003577";"ASEA";;"M225M6";"30";"kW";"380";"60";"50";"6";"970";;;"225MC";"0";"3";"0.83";;;"E";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"981";"EMO002980";"SEW";;"R80V";"0.55";"kW";"380";"1.1";"50";"4";"1400";;;"80V";"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"982";"EMO003317";"TECO";"004 E 010";"AEVBAC";"37";"kW";"380";"70.9";"50";"4";"1465";;;"225SM";"0";"3";;;;"F";;"Delta";;;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"983";"EMO003308";"TECO";;"AEEB";"10";"HP";"380";;"50";"6";"965";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"984";"EMO003103";"TECO";"1579000576274";;;;"NAME PLATE  HILANG";;"50";;;;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"985";"EMO003993";"MARATHON";"AK 15192201 j";"HJN1";"15";"kW";"380";"30";"50";"4";"1455";;;"160L";"42";"3";"0.85";;;"F";"S1";"Delta";"Available";;"0";"0";"254";"254";"160";"0";"Internal";"Horizontal"
"986";"EMO003441";"ELECTROMO";"131474";"YX3-200L-4";"30";"kW";"380";"58";"50";"4";"1480";;;"200L";"55";"3";"0.91";;;;;;;;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"987";"EMO000556";"joddar";;"C200L";"30";"kW";"380";"58";"50";"4";"1465";;;"200L";"55";"3";"0.91";;;;;;;;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"988";"EMO000515";"TECO";"036145";"AEEBVB";"110";"kW";"380";"210";"50";"6";"615";"NU320";"6316";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"989";"EMO000775";"ABB";"32329066265";"M2BA";"110";"kW";"380";"200";"50";"4";"1486";"6319";"6316";"315";"0";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"990";"EMO001061";"TECO";"7507300017";"AEEBKB";"45";"kW";"380";"93";"50";"4";"1465";"6313";"6213";"225MC";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"991";"EMO001586";"ABB";"3232949";"M2BA";"200";"kW";"380";"366";"50";"4";"1485";"6319";"6319";"315ML";"0";"3";"0.87";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"992";"EMO002104";"ABB";"MK171007";"MBT";"22";"kW";"380";"44";"50";"4";"1475";"--";"--";"180L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"993";"EMO000971";"TECO";"P9527375";"AEEBPA";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250SC";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"994";"EMO004029";"MARATHON";"AK 151947011";"HJN1";"30";"kW";"380";"57.4";"50";"4";"1475";;;"200L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"995";"EMO003890";"ABB";;"M3AA";"75";"kW";"380";"142";"50";"4";"1475";"6315";"6313";"250M";"0";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"996";"EMO000613";"ABB";;;"11";"kW";"380";"23";"50";"4";"1455";"6309";"6307";"160M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"997";"EMO000403";"TECO";"OK6H011";"AEEBAC";"15";"kW";"380";"31.9";"50";"6";"965";"6311";"6310";"180L";"0";"3";;;"54";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"998";"EMO002081";"TECO";"MN301184";"AEEBAC";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250SC";"0";"3";;;"54";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"999";"EMO000524";"ABB";"MK271013-AB";"MBV";"75";"kW";"380";"145";"50";"4";"1480";"--";"--";"280SC";"0";"3";"0.85";;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1000";"EMO003141";"HWADA";"IE020460103 j";"Y2";"250";"kW";"3000";"60.7";"50";"4";"1485";"6322";"6322";;"0";"3";"0.84";;"55";"F";"S1";;"Available";;"0";"0";"0";"0";"0";"0";"Internal";
"1001";"EMO003155";"RELIANCE";"01UBZ54526";"P";"22";"kW";"380";"46.5";"50";"4";"1470";;;"180L";"48";"3";;;;"F";;;"Available";;"0";"0";"241";"279";"180";"0";"Internal";"Horizontal"
"1002";"EMO002090";"ASBEN";;;"22";"kW";"380";"40";"50";"4";"1450";;;"180L ";"48";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"279";"279";"180";"0";"Internal";"Horizontal"
"1003";"EMO000484";"ABB";;"QU";"7.5";"kW";"380";"16";"50";"4";"1440";;;"132M";"38";"3";;;"55";"F";;;"Not Available";;"0";"0";"178";"216";"132";"0";"Internal";"Horizontal"
"1004";"EMO003604";"MASTER ";"642058 -KM";"PB";"1.5/2";"kW";"380";"3.5/ 5.1";"50";"4/16";"1460 /230";;;;"0";"3";"0.86";;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"External";"Vertical"
"1005";"EMO004260";"MARATHON";"AK 15197607";"HJN1";"75";"kW";"380";"141";"50";"6";"985";"NU319";"6319";"315S";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1006";"EMO002108";"ABB";"3253211";"M2BA";"45";"kW";"380";"86";"50";"4";"1477";"6313";"6313";"225SM";"0";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1007";"EMO000363";"TECO";"9527341";"AEEBPA";"30";"kW";"380";"57";"50";"4";"1460";"6312";"6212";"200L";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1008";"EMO000475";"ABB";"00 440";"MBT";"15";"kW";"380";"30";"50";"4";"1490";"6209";"6209";"160L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1009";"EMO000565";"ASGEN";"53815";"P.400A8M";"220";"kW";"3000";"56";"50";"8";"740";;;"400";"0";"3";;;;;;;;;"0";"0";"0";"0";"400";"0";"External";"Horizontal"
"1010";"EMO000566";"TECO";;"AEEB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250SC";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"406";"250";"0";"Internal";"Horizontal"
"1011";"EMO000569";"ABB";"3193554-0368 SM";"HXR";"75";"kW";"380";"152";"50";"8";"740";"6319";"6316";"315M";"0";"3";"0.81";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1012";"EMO000395";"ROTOR-NI";"7304785";"XF200L";"30";"kW";"380";"59";"50";"4";"1465";"6312";"6211";"200L";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"200";"0";"Internal";"Horizontal"
"1013";"EMO000578";"ABB";"3217199 - 8261VM";"HXR";"132";"kW";"380";"252";"50";"4";"1485";"6319";"6316";"315SB";"0";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1014";"EMO000582";"ABB";"3259215-1006WM";"M2BA";"45";"kW";"380";"86";"50";"4";"1477";"6313";"6313";"225SM";"60";"3";"0.85";;;"F";;"Delta";"Available";;"0";"0";"282";"356";"225";"0";"Internal";"Horizontal"
"1015";"EMO000584";"ABB";"00 142";"MBT";"11";"kW";"380";"23";"50";"4";"1455";"6209";"6209";"160M";"42";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1016";"EMO002486";"ABB";"MK161004-AD";"MBT";"11";"kW";"380";"23";"50";"4";"1455";"6209";"6209";"160M";"42";"3";"0.81";;"55";"F";;"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1017";"EMO000586";"ABB";"00 283";"MBT";"22";"kW";"380";"44";"50";"4";"1475";"6211";"6210";"180L";"48";"3";"0.81";;"55";"F";;"Delta";"Not Available";;"0";"0";"241";"279";"180";"0";"Internal";"Horizontal"
"1018";"EMO000589";"TECO";"P 9538171";"AEEBPA";"18.5";"kW";"380";"39.9";"50";"6";"970";"6312";"6212";"200L";"55";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"1019";"EMO000590";"TECO";"P9729111";"AEEB";"22";"kW";"380";"46.4";"50";"6";"970";"6312";"6212";"200L";"55";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"1020";"EMO000595";"TECO";;"AEEBKB";"45";"kW";"380";"93";"50";"4";"1465";"6313";"6213";"225MC";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1021";"EMO000596";"CGE";"1902467";"K";"7.5";"HP";"380";"12.6";"50";"4";"1450";;;;"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1022";"EMO000605";"ABB";"MK1710009";"MBT";"37";"kW";"380";"74";"50";"4";"1470";"--";"--";"225";"0";"3";"0.81";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1023";"EMO001425";"HUADA";;"Y2";"37";"kW";"380";"72";"50";"4";"1475";;;;"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1024";"EMO000501";"TECO";"0j6K056";"AEVBAC";"11";"kW";"380";"23.7";"50";"6";"965";;;"160L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1025";"EMO002068";"ABB";"328138155J";"M2BA";"37";"kW";"380";"71";"50";"4";"1477";"6313";"6313";"225";"0";"3";"0.85";;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1026";"EMO002676";"TECO";"7507420040";"AEEBKB";"22";"kW";"380";"44.3";"50";"4";"1455";"6311";"6310";"180";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1027";"EMO002777";"TECO";"7061713011";"AEEBKB";"45";"kW";"380";"93";"50";"4";"1465";"6313";"6213";"225MC";"60";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"311";"356";"225";"0";"Internal";"Horizontal"
"1028";"EMO000553";"TECO";;"AEAFAC";"37";"kW";"380";"70.9";"50";"4";"1455";;;;"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1029";"EMO002898";"TECO";"75C7200031";"AEEBKB";"45";"kW";"380";"93";"50";"4";"1465";"6313";"6213";"225MC";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1030";"EMO002941";"Asgen";"723126-4";"DS1534";"110";"kW";"380";"205";"50";"4";"1480";"--";"--";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1031";"EMO002954";"Stormberg";"8950M";"HXUR";"11";"kW";"380";"24";"50";"6";"960";"6309";"6308";"160";"0";"3";"0.8";;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1032";"EMO003608";"ASGEN";"00 173";"F0L/4 - 12";"0.75/";"kW";"380";"2.15/1.1";"50";"4";"1450/490";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1033";"EMO003651";"TECO";"D57312-2";"AECT";"600";"kW";"3000";"140.6";"50";"6";"984";"NU324";"6322";"400";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1034";"EMO003652";"TOSHIBA";"54081893";"1KE13";"2.2";"kW";"380";"5.5";"50";"6";"965";"6207";"6206";"112";"0";"3";"0.8";;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1035";"EMO003653";"MARATHON";"69003304J";"HCN1 280S-4";"75";"kW";"380";;"50";"4";"1480";;;"280 S";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1036";"EMO003654";"MARATHON";"67286602J";"HCN1 280S-4";"75";"kW";"380";;"50";"4";"1480";;;"280 S";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1037";"EMO003676";"TECO";"75A730009";"AEEBKB";"22";"kW";"380";"50.2";"50";"8";"730";"6313";"6213";"225";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1038";"EMO003756";"ABB";"3179679";"HXR";"37";"kW";"380";"72";"50";"4";"1472";"6313";"6312";"225";"0";"3";"0.84";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1039";"EMO000399";"ABB";;"MBT";"7.5";"kW";"380";"16";"50";"4";"1445";;;"132M";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1040";"EMO004251";"MARATHON";"AK 15197001. j";"HJN1";"45";"kW";"380";"85.8";"50";"6";"985";"NU317";"6317";"280SC";"0";"3";"0.86";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1041";"EMO004254";"MARATHON";"AK-15197101 j";"HJN1";"55";"kW";"380";"113";"50";"8";"740";"NU 319";"6319";"315S";"0";"3";"0.81";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1042";"EMO004256";"MARATHON";"AK - 15197301.j";"HJN1";"110";"kW";"380";"195";"50";"2";"2975";"6317";"6317";"315S";"0";"3";"0.91";"94.3";"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1043";"EMO000131";"ABB";;"MBT";"22";"kW";"380";"43";"50";"6";"960";"6213";"6211";"200";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1044";"EMO002109";"ABB";"3GBA222210-ADA";"M2BA";"37";"kW";"380";"71";"50";"4";"1477";"6313";"6313";"225";"0";"3";"0.84";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1045";"EMO000598";"TECO";"K060752-1";"AEVF";"11";"kW";"380";"23.1";"50";"6";"965";"6309";"6307";;"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1046";"EMO000599";"TECO";"P063215-1";"AECT";"400";"kW";"3000";"93.1";"50";"6";"988";"NU224";"6322";"450A";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1047";"EMO003960";"ASGEN";"54313";"CRT450B8M";"330";"kW";"3000";"81";"50";"8";"740";;;"450M";"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1048";"EMO000602";"ASGEN";"54493";"CRT450B8M";"330";"kW";"3000";"81";"50";"8";"740";;;;"0";"3";;;;;;;"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1049";"EMO003963";"GE";"FB8359992";"K";"450";"HP";"3000";"87.4";"50";"10";"590";;;"8307S";"0";"3";;;"55";"F";;;"Available";;"0";"0";"0";"0";"0";"0";"External";"Horizontal"
"1050";"EMO000604";"TECO";"H6105704037";"AEEBKB";"22";"kW";"380";"40.8";"50";"4";"1460";"6311";"6310";"180L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1051";"EMO000561";"TECO";;"AEEBAC";"15";"kW";"380";"31.5";"50";"6";"965";"6311";"6310";"180";"0";"3";;;"50";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1052";"EMO000607";"ABB";"35AA202001";"M2AA";"30";"kW";"380";"59";"50";"4";"1470";"6312";"6210";"200";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1053";"EMO001381";"ABB";"00 313";"MBT";"30";"kW";"380";"61";"50";"4";"1475";"6213";"6211";"200LA";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"305";"315";"200";"0";"Internal";"Horizontal"
"1054";"EMO000611";"ABB";"3259203";"M2BA";"45";"kW";"380";"86";"50";"4";"1470";"6313";"6313";"225";"0";"3";"0.85";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1055";"EMO000614";"ABB";"36AA202001";"M2AA";"30";"kW";"380";"59";"50";"4";"1470";"6312";"6210";"200";"0";"3";"0.83";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1056";"EMO001739";"TECO";;"AEEBKB";"22";"kW";"380";"46.4";"50";"6";"970";"6312";"6211";"200";"0";"3";;;"55";"F";;"Delta";;;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1057";"EMO003562";"TECO";;"AEEBKB";"1.5";"kW";"380";"3.56";"50";"4";"1470";"6205";"6205";"90L";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"90";"0";"Internal";"Horizontal"
"1058";"EMO003605";"MASTER ";;"PB";"1.5/2";"HP";"380";"3.3/5.1";"50";"4/16";"1460 /230";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"External";"Vertical"
"1059";"EMO003607";"ASGEN";;;"1/0.1";"HP";"380";"1.8/2.9";"50";"4/16";"1425 / 235";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"External";"Vertical"
"1060";"EMO003852";"ABB";"5752VM";"HXA";"15";"kW";"380";"31";"50";"4";"1450";"6309";"6308";"160";"0";"3";"0.82";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1061";"EMO000433";"TECO";"6012100001";"AERAKA";"11";"kW";"380";"23.1";"50";"6";"965";"6311";"6307";;"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1062";"EMO003016";"BENZLER";"9239453";;"7.5";"kW";"380";"15";"50";"4";"1450";;;"132M";"0";"3";;;;;;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1063";"EMO000503";"NORD";"NM3571360070129";"CEF";"3";"kW";"380";"6.7";"50";"4";"1410";;;;"0";"3";"0.75";;;;"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1064";"EMO000504";"NORD";"NM3571360070202";"CEF";"3";"kW";"380";"6.7";"50";"4";"1410";;;;"0";"3";"0.75";;;;"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1065";"EMO000505";"Siemens";;"1LA2";"250";"kW";"380";"450";"50";"4";"1490";"--";"--";;"0";"3";"0.89";;"54";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1066";"EMO000506";"TECO";"C57657 -1";"Motor Dibongkar";"200";"kW";"380";"368";"50";"6";"985";"NU 324";"6320";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"1067";"EMO002176";"ABB";"3281014";"M2BA";"45";"kW";"380";"86";"50";"4";"1470";"6313";"6313";"225";"0";"3";"0.86";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1068";"EMO001654";"TECO";"75B2300064";"AEEBKB";"30";;"380";"57";;"4";"1460";"6312";"6212";"200 L";"0";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
